movie_id,title,year,directors,actors,genres
31,crimson tide,1995,Tony Scott,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen James Gandolfini Rocky Carroll Jaime Gomez Michael Milhoan Scott Burkholder Danny Nucci Lillo Brancato Eric Bruskotter Ricky Schroder Steve Zahn Marcello Thedford R.J. Knoll Billy Devlin Matthew Barry Christopher Birt Jim Boyce Jacob Vargas Kai Lennox Michael D. Weatherred Tommy Bush Earl Billings Mark Christopher Lawrence Michael Chieffo Ashley Smock James Lesure Trevor St. John Dennis Garber Vanessa Bell Calloway Brenden Jefferson Ashley Calloway Daniel von Bargen Richard Valeriani Warren Olney Rad Daly Sean O'Bryan Victor Togunde Troy A. Cephers Armand Watson Brent Goldberg Scott Grimes Ryan Phillippe Dale Andre Lee Everett Angela C. Tortu Ronald Ramessar Robin Faraday Bob Stone Henry Mortensen Chris Ellis Skip Beard Lennox Brown John Daniels Gerald Emerick Mo Gallini Steve Gonzales Annette Goodman Jason Robards Lars Woods,Action Drama Thriller War
32,crumb,1994,Terry Zwigoff,Robert Crumb Aline Kominsky-Crumb Charles Crumb Maxon Crumb Robert Hughes Martin Muller Don Donahue Dana Morgan Trina Robbins Spain Rodriguez Bill Griffith Deirdre English Peggy Orenstein Beatrice Crumb Kathy Goodell Dian Hanson Sophie Crumb Jesse Crumb Joseph Frantz,Documentary Biography Comedy
33,desperado,1995,Robert Rodriguez,Antonio Banderas Salma Hayek Joaquim de Almeida Cheech Marin Steve Buscemi Carlos Gómez Quentin Tarantino Tito Larriva Angel Aviles Danny Trejo Abraham Verduzco Carlos Gallardo Albert Michel Jr. David Alvarado Angela Lanza Mike Moroff Robert Arevalo Gerardo Moscoso Peter Marquardt Consuelo Gómez Jaime de Hoyos Cristos Richie Gaona Mark Dalton Tommy Nix Patricia Vonne Elizabeth Rodriguez Enrique Iglesias Reinol Martinez Diego Sandoval,Action Crime Thriller
34,doom generation the,1995,Gregg Araki,James Duval Rose McGowan Johnathon Schaech Cress Williams Skinny Puppy Dustin Nguyen Margaret Cho Lauren Tewes Christopher Knight Nicky Katt Johanna Went Perry Farrell Amanda Bearse Parker Posey Salvator Xuereb Heidi Fleiss Don Galloway Bullet Dewey Weber Zak Spears Paul D. Fow Kevin 'ohGr' Ogilvie,Comedy Crime Drama
35,free willy 2 the adventure home,1995,Dwight H. Little,Jason James Richter Francis Capra Mary Kate Schellhardt August Schellenberg Michael Madsen Jayne Atkinson Mykelti Williamson Elizabeth Peña Jon Tenney Paul Tuerpe M. Emmet Walsh John Considine Steve Kahan Neal Matarazzo Al Sapienza Wally Dalton Clifford Fetters Julie Inouye Basil Wallace Janet Wu Doug Ballard June Christopher Marguerite Moreau Christina Orchid Edward J. Rosen Isaac T. Arnett Jr. Scott Stuber Chanel Capra Laura Gary John Harms Susan Brooks Jeff Brooks Joan Lunden Erin Chambers Ian Cranston Keiko Barbara Anne Klein,Adventure Drama Family
36,mad love,1995,Antonia Bird,Chris O'Donnell Drew Barrymore Matthew Lillard Richard Chaim Robert Nadir Joan Allen Jude Ciccolella Amy Sakasitz T.J. Lowther Kevin Dunn Elaine Miles Sharon Collar Selene H. Vigil Valerie M. Agnew Roisin Dunne Elizabeth F. Davis Todd Sible Leslie Do Qui Patrick Ryals Angela Hall Hunt Holman Sandra Singler Allen Galli Gregg Gilmore David J. Guppy Liev Schreiber Angelina Torres Stefan Enriquez Yvonne C. Orona Pedro García Scott Duthie Steve Pacaud,Comedy Drama Romance
37,nadja,1994,Michael Almereyda,Elina Löwensohn Nic Ratner Karl Geary Peter Fonda Martin Donovan Jack Lotz Galaxy Craze David Lynch Isabel Gillies José Zúñiga Bernadette Jurkowski Jeff Winner Sean Suzy Amis Jared Harris Bob Gosse Rome Neal Giancarlo Roma Anna Roma Thomas Roma Aleksander Rasic Miranda Russell Bela Lugosi,Drama Horror
38,net the,1995,Irwin Winkler,Sandra Bullock Jeremy Northam Dennis Miller Diane Baker Wendy Gazelle Ken Howard Ray McKinnon Daniel Schorr L. Scott Caldwell Robert Gossett Kristina Krofft Juan Garcia Tony Perez Margo Winkler Gene Kirkwood Christopher Darga Charles Winkler Julia Pearlstein Rick Snyder Gerald Berns Tannis Benedict Vaughn Armstrong Wren T. Brown Lynn Blades Israel Juarbe Julia Vera Lewis Dix Jr. Lili Flanders Adam Winkler Brian E. Frankish Wanda-Lee Evans David Winkler Kerry Kilbride Roland Gomez Melvin Thompson Rich Bracco Lucy Butler John Livingston Cam Brainard Dennis Richmond Elaine Corral Kendall Alfredo López Thomas Crawford John Cappon Barbara Abedi Kevin Brown Hope M. Parrish Brad Hill Danny Breen Andrew Amador Melissa Bomes Ethan Bryson Cabran E. Chamberlain Bob Dini Lance L Edwards Todd Livdahl Paul McMichael Nicole Vigil Philip Vitola Gabrielle Wagner D. Danny Warhol,Action Crime Drama Mystery Thriller
39,strange days,1995,Kathryn Bigelow,Ralph Fiennes Angela Bassett Juliette Lewis Tom Sizemore Michael Wincott Vincent D'Onofrio Glenn Plummer Brigitte Bako Richard Edson William Fichtner Josef Sommer Joe Urla Nicky Katt Michael Jace Louise LeCavalier David Carrera Jim Ishida Todd Graff Malcolm Norrington Anais Munoz Ted Haler Rio Hackford Brook Susan Parker Brandon Hammond Donald 'Donnie' Young B.J. Crockett Dex Elliott Sanders Ronnie Willis David Packer Paulo Tocha James M. Muro Ron Young Art Chudabala Erica Kelly Marlana Young Ray Chang Raul Reformina Chris Douridas Billie Worley Amon Bourne Lisa Picotte Kylie Ireland Dru Berrymore Stefan Arngrim Agustin Rodriguez Kelly Hu Nynno Anderson Liat Goodson Honey Labrador Delane Vaughn Mark Arneson James Acheson John Francis Zoot Royce L. Minor Milan Reynolds Russell W. Smith Sarah Abukutsa Marshall Russell Hines Michael Jaasi Maurice Marshall Carolyn Adunni McPherson Jennifer Reeves Charmain Renata Hubbard Reginald T. Thornton Chester A. Whitmore Lori Simone Wilkerson Justin Armao Ed Arneson Yan Birch Andrew Calder Carlos Campos Jaime H. Campos Louis Campos Robert 'Duckie' Carpenter Dian Childs John Daniels Gregory Diamond Sebastian Feldman Masaaki Fujimori Kim Giancaterino Annette Goodman T.J. Jones Frederick Keeve Gianluca Lazzaroni Paul Malinowski Joe Martinez Me Phi Me Duane Trower Tom Tom Typhoon Peter Wick,Action Crime Drama Sci-Fi Thriller
40,to wong foo thanks for everything julie newmar,1995,Beeban Kidron,Wesley Snipes Patrick Swayze John Leguizamo Stockard Channing Blythe Danner Arliss Howard Jason London Chris Penn Melinda Dillon Beth Grant Alice Drummond Marceline Hugot Jennifer Milmore Jamie Harrold Mike Hodge Michael Vartan RuPaul Julie Newmar Joel Story Abie Hope Hyatt Jamie Leigh Wolbert Shea Degan Dean Houser Joe Grojean Keith Reddin Naomi Campbell William P. Hopkins Dayton Callie Ron Carley Shea R. Bredenkamp Michael Tushaus Patrick Tuttle Timothy A. Zimmerman Tim Keller Miss Understood Joey Arias Allen Hidalgo Mishell Chandler Catiria Reyes David Drumgold Clinton Leupp Lionel Tiburcio Bernard A. Mosca Daniel T. 'Sweetie' Boothe David Barton Susanne Bartsch Quentin Crisp Flotilla Debarge Matthew Kasten Widow Norton CoCo LaChine Mike Fulk Niasse N. Mamadou Candis Cayne Princess Diandra Richard Ogden James Palacio Steven Polito Philip Stoehr Margaret H. Flynn Billie J. Diekman Shari Shell-True Jimmy Ashmore George Costacos Chauncey Duren Marshall Factora Brian Ferrari Alphonso King Jr. The Lady Bunny Jesse Wells Martin Chris Place Channing Roos Johnathan Staci Kim Robin Williams Lito Wilson,Comedy Drama
41,billy madison,1995,Tamra Davis,Adam Sandler Darren McGavin Bridgette Wilson-Sampras Bradley Whitford Josh Mostel Norm MacDonald Mark Beltzman Larry Hankin Theresa Merritt Dina Platias Hrant Alianak Vincent Marino Jack Mather Christopher Kelk Marc Donato Keith Cole Chris Mei Conor Devitt Jared Durand Jessica Nakamura Helen Hughes Jacelyn Holmes Claire Cellucci Shane Farberman Al Maini Jared Cook Christian Matheson Kyle Bailey Vernon Chapman Mandy Watts Austin Pool Gladys O'Connor Marcia Bennett Diane Douglass Tim Herlihy Frank Nakashima Joyce Gordon Jordan Lerner-Ellis Daniel Lerner-Ellis Robert Smigel Melissa Korzenko Colin Smith Jeff Moser Amos Crawley Tex Konig Eduardo Gómez Tanya Grout Benjamin Barrett Matthew Ferguson Sean Lett Stacey Wheal Shanna Bresee Michael Ayoub Lawrence Nakamura Gino Veltri James Downey Bob Rodgers Margo Wladyka Allison Robinson Marcel Jean Gilles Suzanna Shebib Justin Williams Nicholas A. Catalano Devon Codrington Nicole Harrison Lindsay Curran Brandi Tower Cassandra Forrester Matthew Tempest Michelle Toth Craig MacIsaac Tara Rooney Robby Cavallari Ryan Luis Alanna Budhoo Shomar Dejonge Carmela Bigioni Eric Aguilera Kevin Le Roy Kelly Childerhose Ken Shires Steve Buscemi Chris Farley Jordan-Patrick Marcantonio John Yost,Comedy
42,clerks,1994,Kevin Smith,Brian O'Halloran Jeff Anderson Marilyn Ghigliotti Lisa Spoonauer Jason Mewes Kevin Smith Scott Mosier Scott Schiaffo Al Berkowitz Walter Flanagan Ed Hapstak Lee Bendick David Klein Pattijean Csik Ken Clark Donna Jeanne Virginia Smith Betsy Broussard Ernest O'Donnell Kimberly Loughran Gary Stern Joe Bagnole John Henry Westhead Chuck Bickel Leslie Hope Connie O'Connor Vincent Pereira Ashley Pereira Erix Infante Melissa Crawford Thomas Burke Dan Hapstak Mitch Cohen Matthew Banta Rajiv Thapar Mike Belicose Jane Kuritz Grace Smith Frances Cresci Matt Crawford Sarla Thapar Brian Drinkwater Bob Fisler Derek Jaccodine Matthew Pereira Frank Pereira Carl Roth Paul Finn Haiku Lenin's Tomb,Comedy
43,disclosure,1994,Barry Levinson,Michael Douglas Demi Moore Donald Sutherland Caroline Goodall Roma Maffia Dylan Baker Rosemary Forsyth Dennis Miller Suzie Plakson Nicholas Sadler Jacqueline Kim Joe Urla Michael Chieffo Joseph Attanasio Faryn Einhorn Trevor Einhorn Allan Rich Kate Williamson Michael Laskin Donal Logue Jack Shearer Farrah Forke Kim Tran Pat Asanti Marie Rowe Edward Power David Drew Gallagher Melanie Henderson Anne Flanagan Rohana Razali Wayne Duvall Ralph Tabakin Lynn Tufeld Anneliza Scott Bernard Hocke Nancy Yee Jesse Dizon Darina Chylik Lynne Killmeyer Stephen Hauser Linda McCullough Jeffrey J. Ayers Wendy Bowes Gino D'Cafango Tim Earnheart,Drama Thriller
44,dolores claiborne,1994,,,
45,eat drink man woman,1994,Ang Lee,Sihung Lung Yu-Wen Wang Chien-Lien Wu Kuei-Mei Yang Sylvia Chang Winston Chao Chao-jung Chen Chit-Man Chan Yu Chen Ah-Lei Gua Chi-Der Hong Gin-Ming Hsu Huel-Yi Lin Shih-Jay Lin Chin-Cheng Lu Cho-Gin Nei Yu-Chien Tang Chung Ting Cheng-Fen Tso Man-Sheng Tu Chuen Wang Jui Wang Hwa Wu Hua Wu Po-hsiung Wu Michael Taylor,Comedy Drama Romance
46,exotica,1994,Atom Egoyan,Bruce Greenwood Mia Kirshner Don McKellar Elias Koteas Arsinée Khanjian Victor Garber Sarah Polley David Hemblen Calvin Green Jack Blum Ken McDougall Peter Krantz Billy Merasty Damon D'Oliveira Maury Chaykin C.J. Lusby Nadine Ramkisson,Drama
47,ed wood,1994,Tim Burton,Johnny Depp Martin Landau Sarah Jessica Parker Patricia Arquette Jeffrey Jones G.D. Spradlin Vincent D'Onofrio Bill Murray Mike Starr Max Casella Brent Hinkley Lisa Marie George 'The Animal' Steele Juliet Landau Clive Rosengren Norman Alden Leonard Termo Ned Bellamy Danny Dayton Ross Manarchy Bill Cusack Aaron Nelms Biff Yeager Joseph R. Gannascoli Carmen Filpi Lisa Malkiewicz Melora Walters Conrad Brooks Don Amendolia Tommy Bertelsen Reid Cruickshanks Stanley DeSantis Lionel Decker Edmund L. Shaff Gene LeBell Jesse Lizarraga Bobby Slayton Gretchen Becker John Rice Catherine Butterfield Mary Portser King Cotton Don Hood Frank Echols Matthew Barry Ralph Monaco Anthony Russell Tommy Bush Gregory Walcott Charles C. Stevenson Jr. Rance Howard Vasek Simek Alan Martin Salwa Ali Rodney Kizziah Korla Pandit Hannah Eckstein Luc De Schepper Vinny Argiro Patti Tippo Ray Baker Louis Lombardi Jim Boyce Ben Ryan Ganger Ryan Holihan Marc Revivo Charlie Holliday Adam Drescher Ric Mancini Daniel Riordan Mickey Cottrell Christopher George Simpson Robert Binford Herbert Boche Linda Rae Brienza Marlene Cook Sylvia Coussa Audrey Cuyler Joseph Golightly Carrie Starner Hummel Ramona Kemp-Blair Carolyn Kessinger Nancy Longyear Matthew Nelson Robert Nuffer William Michael Short Susan Eileen Simpson George F. Sterne Charles Alan Stephenson Cheri A. Williams Cynthia Ann Wilson Bill Anderson Lena Banks Bill Blair Mike Breyer Susan Claridge Patrick Cranshaw Ryal Haakenson Zachary Keats Susan Knego Navya La Shay Maurice LaMarche Tanya Marten Johnny Meyer John Michael Quinn Danny Ramirez Shawn J. Shoulders Jeff Shrewsbury Ada Tai Arlene Tai Lars Woods,Biography Comedy Drama
48,hoop dreams,1994,Steve James,William Gates Arthur Agee Emma Gates Curtis Gates Sheila Agee Arthur 'Bo' Agee Earl Smith Gene Pingatore Isiah Thomas Marlyn Hopewell Bill Gleason Patricia Weir Marjorie Heard Luther Bedford Aretha Mitchell Shannon Johnson Tomika Agee Joe 'Sweetie' Agee Jazz Agee Catherine Mines Alicia Mines Alvin Bibbs Willie Gates James Kelly Michael O'Brie Dick Vitale Kevin O'Neill Bobby Knight Joey Meyer Frank DuBois Spike Lee Bo Ellis Bob Gibbons Dennis Doyle Clarence Webb Stan Wilson Derrick Zinneman Tim Gray Myron Gordon Steve James Elijiah Ephraim Eric Anderson Bobby Cremins Juwan Howard Mike Krzyzewski Rick Pitino Jalen Rose John Thompson Chris Webber,Documentary Drama Sport
49,iq,1994,,,
50,star wars,1977,George Lucas,Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness Anthony Daniels Kenny Baker Peter Mayhew David Prowse Phil Brown Shelagh Fraser Jack Purvis Alex McCrindle Eddie Byrne Drewe Henley Denis Lawson Garrick Hagon Jack Klaff William Hootkins Angus MacInnes Jeremy Sinden Graham Ashley Don Henderson Richard LeParmentier Leslie Schofield David Ankrum Mark Anthony Austin Scott Beach Lightning Bear Jon Berg Doug Beswick Paul Blake Janice Burchette Ted Burnett John Chapman Gilda Cohen Tim Condren Barry Copping Alfie Curtis Robert Davies Maria De Aragon Barbie Denham Frazer Diamond Peter Diamond Warwick Diamond Sadie Eden Kim Falkinburg Harry Fielder Anthony Forrest Ted Gagliano Salo Gardner Steve Gawley Barry Gnome Rusty Goffe Isaac Grand Nelson Hall Reg Harding Alan Harris Frank Henson Christine Hewett Tiffany Hillkurtz Arthur Howell Tommy Ilsley Joe Johnston Annette Jones James Earl Jones Linda Jones Joe Kaye Colin Michael Kitchens Melissa Kurtz Al Lampert Laine Liska Derek Lyons Mahjoub Alf Mangan Rick McCallum Grant McCune Geoffrey Moon Mandy Morton Lorne Peterson Marcus Powell Shane Rimmer Pam Rose George Roubicek Erica Simmons Angela Staines George Stock Roy Straite Peter Sturgeon Peter Sumner John Sylla Tom Sylla Malcolm Tierney Phil Tippett Frances Alfred Basil Tomlin Burnell Tucker Morgan Upton Jerry Walter Hal Wamsley Larry Ward Diana Sadley Way Harold Weed Bill Weston Steve 'Spaz' Williams Fred Wood,Action Adventure Fantasy Sci-Fi
51,legends of the fall,1994,Edward Zwick,Brad Pitt Anthony Hopkins Aidan Quinn Julia Ormond Henry Thomas Karina Lombard Tantoo Cardinal Gordon Tootoosis Paul Desmond Christina Pickles Robert Wisden John Novak Kenneth Welsh Bill Dow Sam Sarkar Nigel Bennett Keegan MacIntosh Eric Johnson Randall Slavin Doug Hughes Sekwan Auger David Kaye Christine Harder Charles Andre Weston McMillan Aaron Goettel Brian Stollery Bill Croft Ray Godshall Marc Levy Ken Kirzinger Winnie Hung Simon Sherwood Rob Hrdlicka Channing Knull John D. Cameron Bart the Bear Greg Fawcett Gary A. Hecker Matthew Robert Kelly Lawrence Lefebvre Ryan Mennie Roxanne Wong,Drama Romance War Western
52,madness of king george the,1994,Nicholas Hytner,Rupert Graves Helen Mirren Amanda Donohoe Charlotte Curley Peter Bride-Kirk Eve Camden Thomas Copeland Joanna Hall Cassandra Halliburton Russell Martin Natalie Palys Rupert Everett Julian Rhind-Tutt David Leon Martin Julier Nigel Hawthorne Anthony Calf Matthew Lloyd Davies Adrian Scarborough Paul Corrigan John Wood Dan Hammond Nicholas Irons Nick Sampson Jeremy Child Nicholas Selby Julian Wadham Jim Carter Barry Stanton Struan Rodger Janine Duvitski Caroline Harker Iain Mitchell Roger Hammond Geoffrey Palmer Celestine Randall Cyril Shaps Michael Grandage Ian Holm James Peck Clive Brunt Selina Cadell Fergus Webster Barry Gillespie Joe Maddison Dermot Keaney Peter Woodthorpe Colin McPhillamy Roger Ashton-Griffiths Robert Swann Alan Bennett Ryan Hurst Christian Jull Guy Standeven,Biography Comedy Drama History
53,natural born killers,1994,Oliver Stone,Woody Harrelson Juliette Lewis Tom Sizemore Rodney Dangerfield Everett Quinton Jared Harris Pruitt Taylor Vince Edie McClurg Russell Means Lanny Flaherty O-Lan Jones Robert Downey Jr. Richard Lineback Kirk Baltz Ed White Terrylene Maria Pitillo Josh Richman Sean Stone Melinda Renna Jerry Gardner Jack Caffrey Leon Skyhorse Thomas Corinna Everson Dale Dye Edward Conna Evan Handler Matthew Faber Jamie Harrold Jake Grace Saemi Nakamura Keiko Seiko Katharine McQueen Salvator Xuereb Natalie Karp Emmanuel Xuereb Balthazar Getty Jessie Rutkowski Sally Jackson Phil Neilson Brian Barker Corinna Laszlo Red West Gerry Runnels Jeremiah Bitsui Lorraine Farris Tommy Lee Jones Glen Chin Steven Wright Peter Crombie John M. Watson Sr. Joe Grifasi Douglas Crosby Carl Ciarfalio Marshall Bell Carol-Renee Modrall Jim Carrane Robert Swan Louis Lombardi Robert Jordan Ashley Judd David Paul Peter Paul Rachel Ticotin Steve Bernstein John Busse Chris Chavis Hank Corwin Stephen Detherage Paul Dillon Herbert W. Gains James Gammon Jennifer Say Gan Danny Goldring Jane Hamsher Barry Hardy Mark Harmon Arliss Howard Boris Karloff Kathy Long Robert Marshall Don Murphy David Pasquesi Robyn Reede Chris Renna Jack Rooney Richard Rutowski Keith Schrader Kent Shelton O.J. Simpson Vergil J. Smith Michael Thomas Kevin Watson Jason 'Doc' Young,Action Crime Drama
54,outbreak,1995,Wolfgang Petersen,Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr. Donald Sutherland Patrick Dempsey Zakes Mokae Malick Bowens Susan Lee Hoffman Benito Martinez Bruce Jarchow Leland Hayward III Daniel Chodos Dale Dye Kara Keough Gina Menza Per Didrik Fasmer Michelle Joyner Donald Forrest Julie Pierce Tim Ransom Michelle M. Miller Maury Sterling Michael Emanuel Lucas Dudley Robert Alan Joseph Joseph Latimore Michael Sottile Ed Beechner Matthew Saks Diana Bellamy Lance Kerwin Brett Oliver Eric Mungai Nguku Larry Hine Nickolas H. Marshall Douglas Hebron Jae Woo Lee Johnny Kim Billy Stevenson Kellie Overbey Dana Andersen Patricia Place Nicholas Pappone Traci Odom Herbert Jefferson Jr. Thomas Crawford Buzz Barbee Jenna Byrne Brian Reddy Ina Romeo Teresa Velarde Jane Jenkins Carmela Rappazzo Kurt Boesen Jack Rader Robert Rigamonti Mimi Doyka C. Jack Robinson Robert Alan Beuth Gordon Michaels Peter Looney Conrad Bachmann Cary J. Pitts Cynthia Harrison Marcus Hennessy Albert Owens David Silverbrand Julie Araskog Frank Rositani George Christy Bruce Isacson Marilyn Brandt Philip Handy Tim Frazee Moses Williams Roland Tsui Keith Butler Davi Lee Phillips Ralph Miller Mark Brown Jim Antonio Binx Brad Frost Ellsworth Hanna Jeanne Hanna Bruce Holman Jack Kyle Bob Lazar John Lizzi Beau Lotterman David Novak Ross Turner J.T. Walsh David A.R. White Robert 'Bobby Z' Zajonc,Action Drama Thriller
55,professional the,1994,Luc Besson,Jean Reno Gary Oldman Natalie Portman Danny Aiello Peter Appel Willi One Blood Don Creech Keith A. Glascoe Randolph Scott Michael Badalucco Ellen Greene Elizabeth Regen Carl J. Matusovich Frank Senger Lucius Wyatt Cherokee Eric Challier Luc Bernard Maïwenn Jessie Keosian George Martin Abdul Hassan Sharif Stuart Rudin Kent Broadhurst Tommy Hollis Peter Linari Johnny Limo Danny Peled Seth Jerome Walker Michael Mundra Alex Dezen Betty Miller Geoffrey Bateman Arsène Jiroyan Peter Vizard Joseph Malerba David W. Butler Robert LaSardo Steve Gonnelo William James Stiggers Jr. Anthony Ragland Crystal Michelle Blake Sonny Zito Rocky Hernandez Randy Pearlstein Trevor Walace Keith S. Bullock Jeff McBride Fred Fischer Peter Justinius Denis Bellocq Thomas Delehanty Ed Ventresca Wallace Wong Cary Wong Amimul Rolly Mohammed Rashid Adam Busch Mario Todisco James Melissinos Jernard Burks Matt De Matt Samy Naceri Christophe Gautier Junior Almeida David Gregg Michel Montanary Hervé Husson Didier Legros Marc Andréoni Gilles Kleber Junior John Levis Tony Sauraye Thierry Maurio James Fahrner Daniel Schenmetzler Jean-Hugues Anglade Hélène Cardona Alyssia Dujmovich Michael Wehrhahn,Action Crime Drama Thriller
